category,child_category,title,description,price,nutrients,image
Роллы,Европейские роллы,Калифорния с лососем,"Ролл из нежного сливочного сыра в сочетании с лососем в панировке из хрустящей икры тобико. СОСТАВ: Лосось, рис, водоросли нори, сливочный сыр, огурец, икра тобико. ВЕС: 200",870,В 100 г245.6 ккалБелки9.1 гЖиры4.7 гУглеводы41.7 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F310%2F358342_b448b6e2-ab91-49a9-9f9a-7b2aefae817f.jpg&width=627&height=627
Роллы,Европейские роллы,Калифорния с креветкой,"Ролл из нежного сливочного сыра в сочетании с креветкой в панировке из хрустящей икры тобико. СОСТАВ: Тигровые креветки, рис, водоросли нори, сливочный сыр, огурец, икра тобико. ВЕС: 200",710,В 100 г232.3 ккалБелки7.2 гЖиры4.1 гУглеводы41.7 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F309%2F358342_0323d1ee-b943-482e-b075-d447c7cd1189.jpg&width=627&height=627
Роллы,Европейские роллы,Итами ролл,"Идеальное сочетание копчёного угря с нежным авокадо и сливочным сыром. Блюдо дополняем сладко-соевым соусом унаги и посыпаем хрустящим кунжутом. СОСТАВ: Угорь, рис, водоросли нори, сливочный сыр, авокадо, соус унаги, кунжут. ВЕС: 220",910,В 100 г235.6 ккалБелки6.3 гЖиры9.3 гУглеводы31.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F308%2F358342_268440d2-c02f-4ddd-9bf3-8794d5700f57.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Яки Филадельфия,"Запечённый ролл с лососем под нашим фирменным сливочно-сырным соусом со сладким яблоком внутри. СОСТАВ: Лосось, рис, водоросли нори, яблоко, сливочный сыр, соус яки, кунжут, соус унаги. ВЕС: 150",710,В 100 г228.2 ккалБелки9.1 гЖиры6.5 гУглеводы33.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F333%2F358342_04fc4a35-f77b-4ca5-a4cc-d27e18d8a293.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Яки Изуми,"Запечённый ролл с начинкой из жареного лосося в кляре и нежного сыра. Подаём под сладковатым соусом унаги и кунжутом. СОСТАВ: Лосось, рис, лосось жаренный в кляре, сливочный сыр, водоросли нори, соус яки, соус унаги, кунжут. ВЕС: 105",420,В 100 г267.1 ккалБелки8.3 гЖиры5.8 гУглеводы45.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F332%2F358342_f3b60bdc-c973-4aec-92c1-5307f477d12b.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Филадельфия с манго,"Классический ролл с нежным манго, сливочным сыром и охлажденным лососем. СОСТАВ: Лосось, рис, водоросли нори, сливочный сыр, манго. ВЕС: 100",510,В 100 г197.4 ккалБелки6.4 гЖиры4.9 гУглеводы32 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F330%2F358342_e272f15d-963c-4d6e-948a-9e129483a3b3.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Филадельфия с авокадо,"Классический ролл с нежным авокадо, сливочным сыром и охлажденным лососем. СОСТАВ: Лосось, рис, водоросли нори, сливочный сыр, авокадо. ВЕС: 100",510,В 100 г277.8 ккалБелки8.7 гЖиры8.2 гУглеводы42.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F329%2F358342_0dd94cb8-26a7-4925-bea1-40c85bb2572a.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Филадельфия люкс,"Ролл из хрустящей икры тобико, сливочного сыра и охлаждённого лосося. Кстати, рыбы будет в три раза больше! СОСТАВ: Лосось, рис, водоросли нори, икра тобико, сливочный сыр. ВЕС: 120",600,В 100 г257.3 ккалБелки10.9 гЖиры8.1 гУглеводы35.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F328%2F358342_b75091a3-1f27-44bc-b2ec-edabdb5fdae9.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Филадельфия классическая,"Нежное сочетание классических ингредиентов: охлаждённого лосося, сыра и хрустящего огурца. СОСТАВ: Лосось, рис, водоросли нори, сливочный сыр, огурец. ВЕС:100",410,В 100 г260.7 ккалБелки8.6 гЖиры6.5 гУглеводы41.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F327%2F358342_544b2562-b7d0-486a-9621-83f4dab1ead6.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Ролл с лососем и лаймом,"Необычное сочетание кусочков охлаждённого лосося с листьями лайма и нежного авокадо внутри, мы подаём под фирменными пряными соусами. СОСТАВ: Лосось, рис, сливочный сыр, соус спайси, авокадо, водоросли нори, листья лайма, соус терияки, соус васаби-майо, хрустики. ВЕС: 115",470,В 100 г266.3 ккалБелки7.8 гЖиры7.9 гУглеводы41 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F326%2F358342_96419310-e6e0-4b90-940f-24f41a6f14ad.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Калифорния с лососем,"Ролл из нежного сливочного сыра в сочетании с лососем в панировке из хрустящей икры тобико. СОСТАВ: Лосось, рис, водоросли нори, сливочный сыр, огурец, икра тобико. ВЕС: 100",510,В 100 г247.9 ккалБелки8.6 гЖиры4.5 гУглеводы43.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F325%2F358342_194b06f2-d139-4f5e-9ed0-d84d5b7c7393.jpg&width=627&height=627
Роллы,Европейские роллы 1/2,1/2 Калифорния с креветкой,"Ролл из нежного сливочного сыра в сочетании с креветкой в панировке из хрустящей икры тобико. СОСТАВ: Тигровые креветки, рис, водоросли нори, сливочный сыр, огурец, икра тобико. ВЕС: 100",470,В 100 г236 ккалБелки6.8 гЖиры3.9 гУглеводы43.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F324%2F358342_d309cc39-5e38-4374-972d-ff5d7a4e4800.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки Филадельфия,"Запечённый ролл с лососем под нашим фирменным сливочно-сырным соусом со сладким яблоком внутри. СОСТАВ: Лосось, рис, водоросли нори, яблоко, сливочный сыр, соус яки, кунжут, соус унаги. ВЕС: 300",1070,В 100 г221.4 ккалБелки9.4 гЖиры6.7 гУглеводы30.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F295%2F358342_a375eb9c-6fb8-4bf4-a16f-46ab63132a56.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки Унаги,"СОСТАВ: Угорь, рис, водоросли нори, сливочный сыр, спайси соус, кунжут, унаги соус. ВЕС: 220",810,В 100 г301.6 ккалБелки8.9 гЖиры13.1 гУглеводы37.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F294%2F358342_4f39d7ec-6af1-495d-bd80-0259dc1e87a4.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки мини с угрем,"Запеченный ролл с шапочкой, нежным сливочно-сырным вкусом и начинкой из угря. Подаём с терпким имбирем и острым васаби. Всё это дополняется сладковатым соусом унаги и кунжутом. СОСТАВ: Угорь, рис, водоросли нори, сливочный сыр, огурец, соус яки, соус унаги, кунжут. ВЕС: 200",650,В 100 г205.3 ккалБелки5.5 гЖиры7 гУглеводы30.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F293%2F358342_83c138c3-0a24-4abc-8c01-1dbdc3df4342.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки мини с лососем криспи,"Запеченный ролл с шапочкой, нежным сливочно-сырным вкусом и начинкой из обжаренного в кляре лосося. Подаём с терпким имбирем и острым васаби. Всё это дополняется сладковатым соусом унаги и кунжутом. СОСТАВ: Лосось жареный в кляре, рис, водоросли нори, сливочный сыр, огурец, соус яки, соус унаги, кунжут. ВЕС: 200",570,В 100 г189.1 ккалБелки5.2 гЖиры5 гУглеводы30.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F292%2F358342_e8cdcdd0-fc04-4709-902c-95f86e084a20.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки мини с лососем,"Запеченный ролл с шапочкой, нежным сливочно-сырным вкусом и начинкой из лосося. Подаём с терпким имбирем и острым васаби. Всё это дополняется сладковатым соусом унаги и кунжутом. СОСТАВ: Лосось, рис, водоросли нори, сливочный сыр, огурец, соус яки, соус унаги, кунжут. ВЕС: 200",650,В 100 г190.4 ккалБелки5.6 гЖиры5.3 гУглеводы30.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F291%2F358342_6d772d8a-7f21-4286-bfd9-c763e833d82e.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки мини с курицей,"Запеченный ролл с шапочкой, нежным сливочно-сырным вкусом и начинкой из курицы. Подаём с терпким имбирем и острым васаби. Всё это дополняется сладковатым соусом унаги и кунжутом. СОСТАВ: Куриная грудка копченая, рис, водоросли нори, сливочный сыр, огурец, соус яки, соус унаги, кунжут. ВЕС: 200",570,В 100 г178.7 ккалБелки5.2 гЖиры4.9 гУглеводы28.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F290%2F358342_ae923065-7112-4028-9b47-fe7a24363abc.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки мини с креветкой,"Запеченный ролл с шапочкой, нежным сливочно-сырным вкусом и начинкой из креветки. Подаём с терпким имбирем и острым васаби. Всё это дополняется сладковатым соусом унаги и кунжутом. СОСТАВ: Тигровые креветки, рис, водоросли нори, сливочный сыр, огурец, соус яки, соус унаги, кунжут. ВЕС: 200",610,В 100 г180 ккалБелки4.1 гЖиры4.8 гУглеводы30.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F289%2F358342_aa47193e-3c0c-49d1-bf1a-f44465411ea8.jpg&width=627&height=627
Роллы,Запеченные роллы,Яки Изуми,"Запечённый ролл с начинкой из жареного лосося в кляре из нежного сыра. Подаём под сладковатым соусом унаги и кунжутом. СОСТАВ: Лосось, рис, лосось жаренный в кляре, сливочный сыр, водоросли нори, соус яки, соус унаги, кунжут. ВЕС: 215",670,В 100 г208 ккалБелки6.8 гЖиры4.9 гУглеводы34.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F288%2F1d67ecf8-8093-40f1-bc1e-16e83c46ce1a.jpg&width=627&height=627
Роллы,Запеченные роллы,Ролл с тартаром из угря,"СОСТАВ: Угорь, огурец, сливочный сыр, рис, водоросли нори, огурцы, соус яки, соус спайси. ВЕС: 160",570,В 100 г264.2 ккалБелки7.3 гЖиры9.3 гУглеводы37.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F287%2F19ecbc8c-7bd7-4575-9f4f-5243027320d3.jpg&width=627&height=627
Роллы,Запеченные роллы,Ролл с тартаром из тунца,"СОСТАВ: Тунец, огурец, сливочный сыр, рис, водоросли нори, огурцы, соус яки, соус спайси. ВЕС: 160",550,В 100 г235.7 ккалБелки7.9 гЖиры5.9 гУглеводы37.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F286%2F6f3e3d80-1d36-4de4-bb1a-6a199731c2fb.jpg&width=627&height=627
Роллы,Запеченные роллы,Ролл с тартаром из лосося,"СОСТАВ: Лосось, огурец, сливочный сыр, рис, водоросли нори, огурцы, соус яки, соус спайси. ВЕС: 160",660,В 100 г240 ккалБелки7.5 гЖиры6.5 гУглеводы37.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F285%2F358342_41dd357c-92fc-4c61-9ea7-81e475cc12ff.jpg&width=627&height=627
Роллы,Темпура роллы,Хот ролл с угрем,"Ролл, обжаренный в хрустящем кляре, с начинкой из угря, огурца и сливочного сыра. СОСТАВ: Угорь, рис, водоросли нори, огурец, сливочный сыр, тесто кляр, сухари панко. ВЕС: 210",650,В 100 г339.8 ккалБелки7.1 гЖиры16.6 гУглеводы40.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F307%2F358342_0d0970bb-f952-48e4-bf8c-d4b2a42316fa.jpg&width=627&height=627
Роллы,Темпура роллы,Хот ролл с тунцом,"Горячий ролл в хрустящей панировке с начинкой из охлаждённого тунца, нежного сыра и хрустящего огурца. СОСТАВ: Тунец, рис, водоросли нори, огурец, сливочный сыр, тесто кляр, сухари панко. ВЕС: 210",510,В 100 г313.8 ккалБелки7.6 гЖиры13.5 гУглеводы40.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F306%2F358342_bc362534-8b1b-48b8-9890-8296d53e245d.jpg&width=627&height=627
Роллы,Темпура роллы,Хот ролл с лососем и авокадо,"Ролл в хрустящей панировке с начинкой из лосося, сливочного сыра и авокадо. СОСТАВ: Лосось, рис, водоросли нори, авокадо, сливочный сыр, тесто кляр, сухари панко. ВЕС: 210",570,В 100 г308.4 ккалБелки6.6 гЖиры11.5 гУглеводы44.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F305%2F358342_e88e6e51-92a3-44d5-8365-be0aa9f16cf1.jpg&width=627&height=627
Роллы,Темпура роллы,Хот ролл с лососем,"Ролл в хрустящей панировке с начинкой из лосося, сливочного сыра и хрустящего огурца. СОСТАВ: Лосось, рис, водоросли нори, огурец, сливочный сыр, тесто кляр, сухари панко. ВЕС: 210",570,В 100 г272.9 ккалБелки6.6 гЖиры7.7 гУглеводы44.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F304%2F358342_0246fd3e-8f87-4f5d-a16f-e80c804d5e1c.jpg&width=627&height=627
Роллы,Темпура роллы,Хот ролл с курицей,"Ролл в хрустящей панировке с начинкой из копченой курицы, хрустящего перца и нежного сливочного сыра. СОСТАВ: Копченая куриная грудка, рис, водоросли нори, болгарский перец, сливочный сыр, тесто кляр, сухари панко. ВЕС: 210",500,В 100 г355.5 ккалБелки8 гЖиры15.8 гУглеводы45.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F303%2F358342_4b6d4ef7-9252-439a-9fc3-2ce9899d0147.jpg&width=627&height=627
Роллы,Маки роллы,Маки с угрем,"Копчёный угорь в сочетании с хрустящим огурцом мы поливаем сладковатым соусом унаги и посыпаем кунжутом. СОСТАВ: Угорь, рис, водоросли нори, соус унаги, кунжут, огурцы. ВЕС: 95",470,В 100 г247.2 ккалБелки6.6 гЖиры5.7 гУглеводы42.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F302%2F358342_a4a68daa-f3bf-4aa7-8683-e02ee7ef1ad3.jpg&width=627&height=627
Роллы,Маки роллы,Маки с сыром и креветкой,"Идеальное сочетание нежных тигровых креветок и сливочного сыра. Мы подаём с имбирём, жгучим васаби и соевым соусом. СОСТАВ: Тигровые креветки, рис, водоросли нори, сливочный сыр, икра тобико. ВЕС: 95",390,В 100 г201.2 ккалБелки4.6 гЖиры2.9 гУглеводы39.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F301%2F358342_64172a4b-6906-440d-ba68-943968ef7ad0.jpg&width=627&height=627
Роллы,Маки роллы,Маки с тунцом,"Идеальное сочетание охлаждённого тунца с рисом и водорослями нори. Подаём традиционно с имбирем, жгучим васаби и соевым соусом. СОСТАВ: Тунец, рис, водоросли нори. ВЕС: 95",380,В 100 г222.1 ккалБелки7.8 гЖиры1.6 гУглеводы44.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F300%2F358342_f1132286-8c75-43c1-91c5-5d5050b93cbb.jpg&width=627&height=627
Роллы,Маки роллы,Маки с огурцом,"Классическое японское блюдо, состоящее из хрустящего огурца, кунжута, риса и водорослей нори. Подаём традиционно с имбирем, васаби и соевым соусом. СОСТАВ: Огурец, рис, водоросли нори, кунжут. ВЕС: 95",260,В 100 г209.6 ккалБелки4.5 гЖиры2.1 гУглеводы43.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F299%2F358342_26a14fbe-3b83-4b58-bc4b-b4c809b57236.jpg&width=627&height=627
Роллы,Маки роллы,Маки с лососем,"Идеальное сочетание нежного охлаждённого лосося с рисом и водорослями нори. Подаём традиционно с имбирем, жгучим васаби и соевым соусом. СОСТАВ: Лосось, рис, водоросли нори. ВЕС: 95",410,В 100 г225.7 ккалБелки7.3 гЖиры2.4 гУглеводы43.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F298%2F358342_18a6e014-20ac-4c1b-9aa2-2c7dec18e22b.jpg&width=627&height=627
Роллы,Маки роллы,Маки с авокадо,"Классическое японское блюдо, состоящее из нежного авокадо, риса и водорослей нори. Подаём традиционно с имбирем, васаби и соевым соусом. СОСТАВ: Авокадо, рис, водоросли нори. ВЕС: 95",285,В 100 г237.2 ккалБелки4.6 гЖиры4.4 гУглеводы44.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F297%2F358342_fa29f9ea-f76b-4129-9d2b-b423b26d4684.jpg&width=627&height=627
BIG-роллы,BIG-роллы,New Ролл Филадельфия Унаги,"СОСТАВ: Угорь, рис, водоросли нори, сыр сливочный, авокадо, соус унаги, кунжут. ВЕС: 250",1070,В 100 г318.1 ккалБелки8.7 гЖиры13.9 гУглеводы39.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F560%2F7d16e30a-560f-4efc-a4da-3fe15bd05507.jpg&width=627&height=627
BIG-роллы,BIG-роллы,New Ролл Филадельфия с лососем,"СОСТАВ: Лосось, рис, водоросли нори, сыр сливочный, огурцы. ВЕС: 260",1070,В 100 г226.5 ккалБелки9.6 гЖиры7.2 гУглеводы30.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F559%2Fe322254d-ef2a-40c5-bfe7-d6d0bb7fe95a.jpg&width=627&height=627
BIG-роллы,BIG-роллы,New Ролл Сливочная Креветка,"СОСТАВ: Креветки тигровые, авокадо, рис, водоросли нори, сыр сливочный. ВЕС: 240",770,В 100 г217.5 ккалБелки4.7 гЖиры7.3 гУглеводы33.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F558%2F1afebfd0-dfb7-4a72-8aff-4106d29605b6.jpg&width=627&height=627
BIG-роллы,BIG-роллы,New Ролл с Креветкой спайси,"СОСТАВ: Креветки тигровые, огурцы, рис, водоросли нори, сыр сливочный, соус спайси. ВЕС: 260",770,В 100 г207.8 ккалБелки4.8 гЖиры6.2 гУглеводы33.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F557%2Fd053adce-b002-4e97-bd2d-89ea2fd7341f.jpg&width=627&height=627
BIG-роллы,BIG-роллы,New Ролл Калифорния,"СОСТАВ: Икра тобико, рис, водоросли нори, сурими, майонез, огурцы. ВЕС: 245",640,В 100 г184.5 ккалБелки6.1 гЖиры2.3 гУглеводы34.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F550%2Fa0f9878b-4132-48e6-a06c-20189c32915a.jpg&width=627&height=627
Суши,Суши,Эби суши Спайс,"Классические японские суши с нежной креветкой под острым соусом спайси. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Тигровые креветки, рис, водоросли нори, соус спайси. ВЕС: 80 гр / 2 шт",470,В 100 г15.3 ккалБелки0.3 гЖиры0.2 гУглеводы3.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F269%2F358342_776e9c17-d00a-41d5-8da6-2b46f8be607a.jpg&width=627&height=627
Суши,Суши,Угорь суши Спайс,"Традиционное японское блюдо. Рис и угорь в идеальной комбинации с нашим фирменным спайси соусом. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Угорь, рис, водоросли нори, соус спайси. ВЕС: 80 гр / 2 шт",60,В 100 г24.9 ккалБелки0.9 гЖиры1 гУглеводы3.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F268%2F358342_a44b8280-586e-485e-b2e5-40cd3858fd04.jpg&width=627&height=627
Суши,Суши,Тунец суши Спайс,"Классические японские суши с охлажденным тунцом под острым соусом спайси. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Тунец, рис, водоросли нори, соус спайси. ВЕС: 80 гр / 2 шт",480,В 100 г18.2 ккалБелки1 гЖиры0.2 гУглеводы3.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F267%2F358342_507ee53d-e4a4-4651-8b01-dc0852259e09.jpg&width=627&height=627
Суши,Суши,Лосось суши Спайс,"Традиционное японское блюдо. Рис и лосось в идеальной комбинации с нашим фирменным спайси соусом. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Лосось, рис, водоросли нори, соус спайси. ВЕС: 80 гр / 2 шт",520,В 100 г158.7 ккалБелки7.5 гЖиры3.1 гУглеводы25.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F266%2F358342_828d4627-679d-4387-9146-2ac4c8057675.jpg&width=627&height=627
Суши,Суши,Эби суши,"Традиционное японское блюдо. На подушечку из риса мы выкладываем нежную креветку. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Тигровые креветки, рис. ВЕС: 70 гр / 2 шт",470,В 100 г14.1 ккалБелки0.3 гЖиры0.1 гУглеводы3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F265%2F358342_ad865702-c4e8-4cb4-a1c0-58a8d6cc4394.jpg&width=627&height=627
